seed_id,source_dataset,original_requirement,capability_text_auto,auto_include,auto_exclusion_reason,include,exclusion_reason,capability_text_final
S0277,NICE,'The product will function alongside server software on any operating system where the Java runtime can be installed.',function alongside server software on any operating system where the Java runtime can be installed,no,residual_modal_in_capability,no,residual_modal_in_capability,
S0278,NICE,'The product will require collaboration with a database management system (DBMS). The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.',require collaboration with a database management system (DBMS). The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0279,NICE,'The product must make use of web/application server technology. Open source examples include Apache web server Tomcat and the JBoss application server.',make use of web/application server technology. Open source examples include Apache web server Tomcat and the JBoss application server,no,multi_sentence,no,multi_sentence,
S0280,NICE,'A database management system such as Oracle DB2 MySql or HSQL will need to be integrated with the product.',need to be integrated with the product,yes,,no,,
S0281,NICE,The product's Look and Feel shall be able to incorporate aspects of the customer's organization such as logo branding and identity',incorporate aspects of the customer's organization such as logo branding and identity,no,possibly_multiple_capabilities,no,possibly_multiple_capabilities,
S0282,NICE,'The product shall have a conservative and professional appearance.',have a conservative and professional appearance,yes,,no,,
S0283,NICE,'The product shall make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.',make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch,no,multi_sentence;formula_or_symbol,no,multi_sentence;formula_or_symbol,
S0284,NICE,'The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.',be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0285,NICE,'The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.',give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions,no,multi_sentence;formula_or_symbol,no,multi_sentence;formula_or_symbol,
S0286,NICE,'The product shall allow the user to select a chosen language from one of the target market countries.',allow the user to select a chosen language from one of the target market countries,yes,,no,,
S0287,NICE,'The product shall allow for customization of start page and views preferences.',allow for customization of start page and views preferences,yes,,no,,
S0288,NICE,'An employee will be able to successfully use the product within a few minutes. After informally navigating the product for less than 15 minutes users shall be able to successfully setup meetings and reserve conference rooms.',successfully use the product within a few minutes. After informally navigating the product for less than 15 minutes users shall be able to successfully setup meetings and reserve conference rooms,no,too_long;multi_sentence;residual_modal_in_capability,no,too_long;multi_sentence;residual_modal_in_capability,
S0289,NICE,'The product shall use a standard navigation menu familiar to most web users.',use a standard navigation menu familiar to most web users,yes,,no,,
S0290,NICE,'The product shall allow for intuitive searching of available conference rooms.',allow for intuitive searching of available conference rooms,yes,,no,,
S0291,NICE,'The product shall conform to the Americans with Disabilities Act.',conform to the Americans with Disabilities Act,yes,,no,,
S0292,NICE,The response shall be fast enough to avoid interrupting the user's flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds.',be fast enough to avoid interrupting the user's flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0293,NICE,'Aside from server failure the software product shall achieve 99.99% up time.',achieve 99.99% up time,no,multi_sentence;formula_or_symbol,no,multi_sentence;formula_or_symbol,
S0294,NICE,'The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.',create an exception log of problems encountered within the product for transmission to our company for analysis and resolution,yes,,no,,
S0295,NICE,'The product shall be capable of handling up to 1 000 concurrent requests. This number will increase to 2 000 by Release 2. The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.',be capable of handling up to 1 000 concurrent requests. This number will increase to 2 000 by Release 2. The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours,no,too_long;multi_sentence;residual_modal_in_capability,no,too_long;multi_sentence;residual_modal_in_capability,
S0296,NICE,'The product shall be able to process 10 000 transactions per hour within two years of its launch. This number will increase to 20 000 by Release 2.',process 10 000 transactions per hour within two years of its launch. This number will increase to 20 000 by Release 2,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0297,NICE,'The product shall be expected to operate for at least 5 years for each customer installation.',be expected to operate for at least 5 years for each customer installation,yes,,no,,
S0298,NICE,'The product shall be used in office environments.',be used in office environments,yes,,no,,
S0299,NICE,'The product must be able to interface with any HTML browser. The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers).',interface with any HTML browser. The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers),no,too_long;multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,no,too_long;multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,
S0300,NICE,'The product must be able to interface with various database management systems. The product shall communicate successfully with the database management system on 100% of all transactions.',interface with various database management systems. The product shall communicate successfully with the database management system on 100% of all transactions,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0301,NICE,'The product must be able to interface with various email servers. The product shall be able to send email.',interface with various email servers. The product shall be able to send email,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0302,NICE,'The product shall be available for distribution via the Internet as a binary or ZIP file.',be available for distribution via the Internet as a binary or ZIP file,yes,,no,,
S0303,NICE,'The product shall be available for distribution as a packaged CD.',be available for distribution as a packaged CD,yes,,no,,
S0304,NICE,'The product will be available for licensing as a one-server two-five servers or five-or-more servers license.',be available for licensing as a one-server two-five servers or five-or-more servers license,yes,,no,,
S0305,NICE,'A new user must be able to be added to the system within 10 minutes. 90% of new users are able to log into the system within 10 minutes.',be added to the system within 10 minutes. 90% of new users are able to log into the system within 10 minutes,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0306,NICE,'The product must be designed using Design Patterns and coding best practices. 90% of maintenance software developers are able to integrate new functionality into the product with 2 working days.',be designed using Design Patterns and coding best practices. 90% of maintenance software developers are able to integrate new functionality into the product with 2 working days,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0307,NICE,The product must be highly configurable for use with various database management systems for the end users. 80% of end users are able to integrate new database management systems with the product without changing the product's software code.',be highly configurable for use with various database management systems for the end users. 80% of end users are able to integrate new database management systems with the product without changing the product's software code,no,too_long;multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,no,too_long;multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,
S0308,NICE,'Maintenance releases will be offered to customers once a year. The releases shall take no longer than 5 minutes for 80% of the customer base to install.',be offered to customers once a year. The releases shall take no longer than 5 minutes for 80% of the customer base to install,no,multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,
S0309,NICE,Every registered user will have access to the product's support site via the Internet. 70% of registered users shall find a solution to their problem within 5 minutes of using the support site.',have access to the product's support site via the Internet. 70% of registered users shall find a solution to their problem within 5 minutes of using the support site,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0310,NICE,The customer shall be able to easily integrate new building maps with the product throughout the product's lifecycle. Integration of new maps with the product shall be possible with little to no support from product support staff.',easily integrate new building maps with the product throughout the product's lifecycle. Integration of new maps with the product shall be possible with little to no support from product support staff,no,too_long;multi_sentence;negation;residual_modal_in_capability,no,too_long;multi_sentence;negation;residual_modal_in_capability,
S0311,NICE,The product shall be translated into foreign languages other than the target market countries' languages in future releases. For each emerging target market it shall take no more than 5 days to configure the product for that market's language.',be translated into foreign languages other than the target market countries' languages in future releases. For each emerging target market it shall take no more than 5 days to configure the product for that market's language,no,too_long;multi_sentence;negation;residual_modal_in_capability,no,too_long;multi_sentence;negation;residual_modal_in_capability,
S0312,NICE,'The product is expected to integrate with multiple database management systems. The product will operate with Oracle SQL Server DB2 MySQL HSQL and MS Access.',integrate with multiple database management systems. The product will operate with Oracle SQL Server DB2 MySQL HSQL and MS Access,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0313,NICE,'The product shall be able to be installed in any operating environment within 2 days.',be installed in any operating environment within 2 days,yes,,no,,
S0314,NICE,'The product shall ensure that only company employees or external users with company-approved user IDs may have product access. 100% of all logons shall be by either company employees or external users with company-approved user IDs.',ensure that only company employees or external users with company-approved user IDs may have product access. 100% of all logons shall be by either company employees or external users with company-approved user IDs,no,too_long;multi_sentence;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,no,too_long;multi_sentence;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,
S0315,NICE,'Only managers are able to perform search queries for reservations by user. 100% of all search queries for reservations by user shall be from logons of only management logons.',only managers are able to perform search queries for reservations by user. 100% of all search queries for reservations by user shall be from logons of only management logons,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0316,NICE,The product shall ensure that the database's data corresponds to the data entered by the user. Each conference room reservation in the system will contain the same information as was entered by the user.',ensure that the database's data corresponds to the data entered by the user. Each conference room reservation in the system will contain the same information as was entered by the user,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0317,NICE,The product shall prevent the input of malicious data. The product and/or adjacent hardware/software systems' data shall remain 100% uncorrupted each time malicious data is input into the product.',prevent the input of malicious data. The product and/or adjacent hardware/software systems' data shall remain 100% uncorrupted each time malicious data is input into the product,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0318,NICE,'The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data. The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.',remain operational as a result of the input of malicious data. The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product,no,too_long;multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,no,too_long;multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,
S0319,NICE,'The product shall have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product.',have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0320,NICE,'The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable.',accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0321,NICE,The product shall be able to display calendar dates and times according to the user's locale. 90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.',display calendar dates and times according to the user's locale. 90% of survey respondents from each target market country will find that the date and time formatting of the product is correct,no,too_long;multi_sentence;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,no,too_long;multi_sentence;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,
S0322,NICE,'The product must be developed with the J2SE/J2EE programming language libraries',be developed with the J2SE/J2EE programming language libraries,yes,,no,,
S0323,NICE,'The product shall record meeting entries.',record meeting entries,yes,,no,,
S0324,NICE,'The product will notify employees of meeting invitations.',notify employees of meeting invitations,yes,,no,,
S0325,NICE,'The product shall have the ability to send meeting reminders to employees.',have the ability to send meeting reminders to employees,yes,,no,,
S0326,NICE,'The product shall assign the organizers contact information to each meeting they create.',assign the organizers contact information to each meeting they create,yes,,no,,
S0327,NICE,'The product will record meeting acknowledgements.',record meeting acknowledgements,yes,,no,,
S0328,NICE,'The product shall store new conference rooms.',store new conference rooms,yes,,no,,
S0329,NICE,'The product shall update existing conference rooms.',update existing conference rooms,yes,,no,,
S0330,NICE,'The product will be able to delete conference rooms.',delete conference rooms,yes,,no,,
S0331,NICE,'The product shall be able to store new room equipment.',store new room equipment,yes,,no,,
S0332,NICE,'The product will update existing room equipment.',update existing room equipment,yes,,no,,
S0333,NICE,'The product shall be able to delete room equipment.',delete room equipment,yes,,no,,
S0334,NICE,'The product shall allow an organizer to invite other employees to meetings.',allow an organizer to invite other employees to meetings,yes,,no,,
S0335,NICE,'Each time a conference room is reserved the conference room schedule shall be updated to reflect the time and date of the reservation.',be updated to reflect the time and date of the reservation,yes,,no,,
S0336,NICE,'The product shall record the transportation status of equipment reserved.',record the transportation status of equipment reserved,yes,,no,,
S0337,NICE,'The product shall display a map of the company building showing conference room locations.',display a map of the company building showing conference room locations,yes,,no,,
S0338,NICE,'The product shall record updated meeting agendas.',record updated meeting agendas,yes,,no,,
S0339,NICE,'The product shall send a meeting confirmation to the meeting organizer.',send a meeting confirmation to the meeting organizer,yes,,no,,
S0340,NICE,'The product shall display room equipment according to search parameters.',display room equipment according to search parameters,yes,,no,,
S0341,NICE,'The product shall display conference rooms according to search parameters.',display conference rooms according to search parameters,yes,,no,,
S0342,NICE,'The product shall record different meeting types.',record different meeting types,yes,,no,,
S0343,NICE,'The product shall record all the equipment that has been reserved.',record all the equipment that has been reserved,yes,,no,,
S0344,NICE,'The product shall notify building personnel of equipment transport requests.',notify building personnel of equipment transport requests,yes,,no,,
S0345,NICE,'The product will allow priviledged users to view meeting schedules in multiple reporting views.',allow priviledged users to view meeting schedules in multiple reporting views,yes,,no,,
S0346,NICE,'The product shall be able to send meeting notifications via different kinds of end-user specified methods.',send meeting notifications via different kinds of end-user specified methods,yes,,no,,
S0347,NICE,'The product shall have a customizable Look and Feel.',have a customizable Look and Feel,yes,,no,,
S0348,NICE,'The product shall have an intuitive user interface.',have an intuitive user interface,yes,,no,,
S0349,NICE,'The product will display an available status for unreserved conference rooms.',display an available status for unreserved conference rooms,yes,,no,,
S0350,NICE,'Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.',take no more than 30min,no,negation,no,negation,
S0351,NICE,'The System shall allow for a minimum of 6 users to work at the same time.',allow for a minimum of 6 users to work at the same time,yes,,no,,
S0352,NICE,'The System shall utilize currently owned computer equipment.',utilize currently owned computer equipment,yes,,no,,
S0353,NICE,'The System shall be able to automatically backup business data and restore them on demand.',automatically backup business data and restore them on demand,yes,,no,,
S0354,NICE,'The System shall maintain consistent security. Any changes in user passwords and/or permissions should take affect in all parts of the System.',maintain consistent security. Any changes in user passwords and/or permissions should take affect in all parts of the System,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0355,NICE,'The System shall granularly control access rights to all major subsystems. It should be possible to assign access rights to all subsystems independently.',granularly control access rights to all major subsystems. It should be possible to assign access rights to all subsystems independently,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0356,NICE,'The System shall meet all applicable accounting standards. The final version of the System must successfully pass independent audit performed by a certified auditor.',meet all applicable accounting standards. The final version of the System must successfully pass independent audit performed by a certified auditor,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0357,NICE,'The System shall not require additional third party licenses resulting in royalty fees.',not require additional third party licenses resulting in royalty fees,no,negation,no,negation,
S0358,NICE,'The System shall allow generation of Inventory Quantity Adjustment documents on demand.',allow generation of Inventory Quantity Adjustment documents on demand,yes,,no,,
S0359,NICE,'The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.',allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time,yes,,no,,
S0360,NICE,'The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.',take into account current inventory status and adjust inventory of substitutionary ingredients accordingly,yes,,no,,
S0361,NICE,'The System shall allow entering storing and modifying product formulas.',allow entering storing and modifying product formulas,yes,,no,,
S0362,NICE,'Product formulas shall allow use of semi-products which have own formulas.',allow use of semi-products which have own formulas,yes,,no,,
S0363,NICE,'Product formula ingredients shall allow defining substitutionary ingredients.',allow defining substitutionary ingredients,yes,,no,,
S0364,NICE,'Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.',be entered automatically by the PFE subsystem,yes,,no,,
S0365,NICE,'Formula substitutionary ingredients shall be kept in persisted order',be kept in persisted order,yes,,no,,
S0366,NICE,'Product shall allow entering storing and modifying product menus used by POS terminals.',allow entering storing and modifying product menus used by POS terminals,yes,,no,,
S0367,NICE,'PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.',allow building product menus based on the list of products kept in the accounting system,yes,,no,,
S0368,NICE,'PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.',allow keeping submenus within menus and products within submenus in a managed and persisted order,no,possibly_multiple_capabilities,no,possibly_multiple_capabilities,
S0369,NICE,'PME Subsystem shall allow for a product to exist in more than one submenu',allow for a product to exist in more than one submenu,yes,,no,,
S0370,NICE,'The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.',have Windows XP look and feel and use GUI futures making its use intuitive,no,possibly_multiple_capabilities,no,possibly_multiple_capabilities,
S0371,NICE,'The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.',generate Inventory Quantity Adjustment document based on product daily sales data and product formulas,yes,,no,,
S0372,NICE,'The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.',generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available,yes,,no,,
S0373,NICE,'Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.',activate a pre-paid card via the Administration section in under 5 seconds,yes,,no,,
S0374,NICE,'Customer shall be able to check the status of their prepaid card by entering in the PIN number in under 5 seconds.',check the status of their prepaid card by entering in the PIN number in under 5 seconds,yes,,no,,
S0375,NICE,"System shall let customers register on the website as a ""pay as you go"" user in under 5 minutes.'","let customers register on the website as a ""pay as you go"" user in under 5 minutes",yes,,no,,
S0376,NICE,"System shall let customers register on the website as a ""unlimited movie subscriber"" user in under 10 minutes.'","let customers register on the website as a ""unlimited movie subscriber"" user in under 10 minutes",yes,,no,,
S0377,NICE,'System shall let existing customers log into the website with their email address and password in under 5 seconds.',let existing customers log into the website with their email address and password in under 5 seconds,yes,,no,,
S0378,NICE,'System shall let customers cancel their account process shall take no longer than 2 minutes. Database will mark the account as inactive and user will not be able to log into the website.',let customers cancel their account process shall take no longer than 2 minutes. Database will mark the account as inactive and user will not be able to log into the website,no,multi_sentence;negation;residual_modal_in_capability,no,multi_sentence;negation;residual_modal_in_capability,
S0379,NICE,'System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.',let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website,no,multi_sentence;negation;residual_modal_in_capability,no,multi_sentence;negation;residual_modal_in_capability,
S0380,NICE,'System shall let administrator add/remove movies on the website in under 5 minutes. Entered movie information will be stored in the database and will now be available on the website.',let administrator add/remove movies on the website in under 5 minutes. Entered movie information will be stored in the database and will now be available on the website,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0381,NICE,'System shall let the administrator add/remove categories on the website in under 5 minutes.',let the administrator add/remove categories on the website in under 5 minutes,yes,,no,,
S0382,NICE,'System shall let Izogn Manager access sales and usage statistics in under 2 minutes.',let Izogn Manager access sales and usage statistics in under 2 minutes,yes,,no,,
S0383,NICE,'System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.',let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs,yes,,no,,
S0384,NICE,'The website shall be attractive to all audiences. The website shall appear to be fun and the colors should be bright and vibrant.',be attractive to all audiences. The website shall appear to be fun and the colors should be bright and vibrant,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,
S0385,NICE,'The website should have an African feel but should not alienate non-Africans. The website should use animation on pages which are describing the services to grab the users attention and encourage them to sign up.',have an African feel but should not alienate non-Africans. The website should use animation on pages which are describing the services to grab the users attention and encourage them to sign up,no,multi_sentence;negation;residual_modal_in_capability,no,multi_sentence;negation;residual_modal_in_capability,
S0386,NICE,'The website design should be modern clean and concise.',be modern clean and concise,yes,,no,,
S0387,NICE,'The product should be able to be used by 90% of novice users on the Internet.',be used by 90% of novice users on the Internet,no,formula_or_symbol,no,formula_or_symbol,
S0388,NICE,'Users should only have to navigate through a maximum of 4 pages to create an account with the website.',only have to navigate through a maximum of 4 pages to create an account with the website,yes,,no,,
S0389,NICE,'Users should be able to access their streaming movies in under 2 clicks after logging into the website.',access their streaming movies in under 2 clicks after logging into the website,yes,,no,,
S0390,NICE,'An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.',show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website,no,formula_or_symbol,no,formula_or_symbol,
S0391,NICE,'An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.',show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system,no,formula_or_symbol,no,formula_or_symbol,
S0392,NICE,The product shall retain the customer's buying preferences and information.',retain the customer's buying preferences and information,yes,,no,,
S0393,NICE,'The product shall be easy for customers with novice skills on the Internet to purchase and watch streaming movies. Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.',be easy for customers with novice skills on the Internet to purchase and watch streaming movies. Customers should be able to purchase and watch a pre-determined movie in under 3 minutes,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,
S0394,NICE,'The product shall use symbols and words that are naturally understandable by users familiar with websites',use symbols and words that are naturally understandable by users familiar with websites,yes,,no,,
S0395,NICE,'The website will use standard Internet conventions when interacting with the user.',use standard Internet conventions when interacting with the user,yes,,no,,
S0396,NICE,'Any interface between a user and the automated system shall have a maximum response time of 5 seconds unless noted by an exception below.',have a maximum response time of 5 seconds unless noted by an exception below,yes,,no,,
S0397,NICE,'When purchasing a streaming movie or pre-paid card via credit card the processing time should have a maximum response time of 15 seconds.',have a maximum response time of 15 seconds,yes,,no,,
S0398,NICE,When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user's connection.)',take no longer than 10 seconds (plus any latency on the user's connection.),no,multi_sentence;negation,no,multi_sentence;negation,
S0399,NICE,While streaming a movie buffering should only occur if there is latency in the user's connection.',only occur if there is latency in the user's connection,yes,,no,,
S0400,NICE,'All credit card information will be secured on the server and only accessible by authorized Izogn administrators. Information will be encrypted in the database.',be secured on the server and only accessible by authorized Izogn administrators. Information will be encrypted in the database,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0401,NICE,'The website shall be available for use 24 hours per day 365 days per year.',be available for use 24 hours per day 365 days per year,yes,,no,,
S0402,NICE,'The website shall achieve 99.5% up time.',achieve 99.5% up time,no,multi_sentence;formula_or_symbol,no,multi_sentence;formula_or_symbol,
S0403,NICE,'All movies shall be streamed on demand at any time of the day.',be streamed on demand at any time of the day,yes,,no,,
S0404,NICE,'The website shall continue to operate if the streaming server goes down.',continue to operate if the streaming server goes down,yes,,no,,
S0405,NICE,'The website shall continue to operate if the payment gateway goes down.',continue to operate if the payment gateway goes down,yes,,no,,
S0406,NICE,'The streaming server will support 50 simultaneous streaming connections.',support 50 simultaneous streaming connections,yes,,no,,
S0407,NICE,'The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.',support a maximum of 700 movies; new servers can be added to support more movies,no,residual_modal_in_capability,no,residual_modal_in_capability,
S0408,NICE,'The server will support a maximum of 1 000 simultaneous users.',support a maximum of 1 000 simultaneous users,yes,,no,,
S0409,NICE,'The website shall be capable of supporting 100 000 customers.',be capable of supporting 100 000 customers,yes,,no,,
S0410,NICE,'The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.',be expected to operate within the maximum maintenance budget for a minimum of 2 years,yes,,no,,
S0411,NICE,'All aspects of the website shall be accessed by a web browser over the Internet.',be accessed by a web browser over the Internet,yes,,no,,
S0412,NICE,'The same hardware supporting the current website will be used to support the new system.',be used to support the new system,yes,,no,,
S0413,NICE,'We must be able to interface with the following browsers: IE 5.X 6.0 Netscape 6.x 7.x 8.x and Firefox 1.0.',interface with the following browsers: IE 5.X 6.0 Netscape 6.x 7.x 8.x and Firefox 1.0,no,multi_sentence,no,multi_sentence,
S0414,NICE,'Website must interface with the CyberSource API to process credit card transactions.',interface with the CyberSource API to process credit card transactions,yes,,no,,
S0415,NICE,'Website must be fully operational with MSN TV2.',be fully operational with MSN TV2,yes,,no,,
S0416,NICE,'Movies shall be encoded and streamed via Windows Media Player 9.0.',be encoded and streamed via Windows Media Player 9.0,no,multi_sentence,no,multi_sentence,
S0417,NICE,'Movies shall be encoded for 56k and 256k streams.',be encoded for 56k and 256k streams,yes,,no,,
S0418,NICE,'Promotional updates to the website should take a day to update.',take a day to update,yes,,no,,
S0419,NICE,'Izogn Administrator must be able to update the category listings on the website within 2 minutes.',update the category listings on the website within 2 minutes,yes,,no,,
S0420,NICE,'Izogn Administrator must be able to add new products to the website within 2 minutes.',add new products to the website within 2 minutes,yes,,no,,
S0421,NICE,'The system will provide a 24 hour 800 toll free number for support to its customers.',provide a 24 hour 800 toll free number for support to its customers,yes,,no,,
S0422,NICE,'The website will provide a help section with answers and solutions to common problems.',provide a help section with answers and solutions to common problems,yes,,no,,
S0423,NICE,'Velkat staff will be available for phone support between 7am-7pm M-F to provide technical support to the Izogn administrators.',be available for phone support between 7am-7pm M-F to provide technical support to the Izogn administrators,yes,,no,,
S0424,NICE,'The product shall be able to be installed in the specified environment within 1 working day.',be installed in the specified environment within 1 working day,yes,,no,,
S0425,NICE,'Only registered customers can purchase streaming movies.',purchase streaming movies,yes,,no,,
S0426,NICE,'A customer can only stream a movie if they purchased it and are within the 2 day viewing period.',only stream a movie if they purchased it and are within the 2 day viewing period,yes,,no,,
S0427,NICE,'Only authorized personnel can access customer records in the database.',access customer records in the database,yes,,no,,
S0428,NICE,'Only administrators can activate a pre-paid card.',activate a pre-paid card,yes,,no,,
S0429,NICE,'Only authorized personnel can access sales information.',access sales information,yes,,no,,
S0430,NICE,'The website shall prevent its data from being corrupted when incorrect data is entered in.',prevent its data from being corrupted when incorrect data is entered in,yes,,no,,
S0431,NICE,'The website shall protect itself from intentional abuse and notify the administrator at all occurrences.',protect itself from intentional abuse and notify the administrator at all occurrences,yes,,no,,
S0432,NICE,'Data integrity scripts will be run on a weekly basis to verify the integrity of the database.',be run on a weekly basis to verify the integrity of the database,yes,,no,,
S0433,NICE,'The website shall make its user aware of its information practices before collection data from them via a Privacy Policy accessible on all pages of the website.',make its user aware of its information practices before collection data from them via a Privacy Policy accessible on all pages of the website,yes,,no,,
S0434,NICE,'The system shall notify customers of changes to its information policy.',notify customers of changes to its information policy,yes,,no,,
S0435,NICE,The system shall reveal private information only in compliance with the organization's information policy.',reveal private information only in compliance with the organization's information policy,yes,,no,,
S0436,NICE,'All customer information will be stored on a secure database accessible only to authorized personnel.',be stored on a secure database accessible only to authorized personnel,yes,,no,,
S0437,NICE,'All credit card information will be encrypted in the database.',be encrypted in the database,yes,,no,,
S0438,NICE,'The streaming server will have anti-virus software to prevent infection of malicious viruses.',have anti-virus software to prevent infection of malicious viruses,yes,,no,,
S0439,NICE,'The website should cater to all tribes in Nigeria.',cater to all tribes in Nigeria,yes,,no,,
S0440,NICE,'The website shall not be offensive to religious or ethnic groups.',not be offensive to religious or ethnic groups,no,negation,no,negation,
S0441,NICE,'The website should appeal to all Africans not only Nigerians.',appeal to all Africans not only Nigerians,no,negation,no,negation,
S0442,NICE,'The website should use Flash to provide animation on the home page.',use Flash to provide animation on the home page,yes,,no,,
